종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"281740","레이크머티리얼즈","KOSDAQ","화학","5440","-20","-0.37","357574181120"
"277810","레인보우로보틱스","KOSDAQ","기계·장비","32700","-1150","-3.40","527621497800"
"215100","로보로보","KOSDAQ","디지털컨텐츠","5870","50","0.86","119445424980"
"090360","로보스타","KOSDAQ","기계·장비","17350","-100","-0.57","169162500000"
"108490","로보티즈","KOSDAQ","소프트웨어","24000","-100","-0.41","286378152000"
"900260","로스웰","KOSDAQ","금융","294","-1","-0.34","52965994242"
"067730","로지시스","KOSDAQ","컴퓨터서비스","4210","-70","-1.64","40727211620"
"071280","로체시스템즈","KOSDAQ","반도체","6260","-150","-2.34","95756734780"
"328130","루닛","KOSDAQ","소프트웨어","20750","900","4.53","253637168500"
"038060","루멘스","KOSDAQ","반도체","1105","100","9.95","53153891245"
"085370","루트로닉","KOSDAQ","의료·정밀기기","17300","0","0.00","456021426000"
"08537M","루트로닉3우C","KOSDAQ","의료·정밀기기","24650","-350","-1.40","5306775250"
"060240","룽투코리아","KOSDAQ","디지털컨텐츠","2730","-40","-1.44","69421945320"
"058470","리노공업","KOSDAQ","반도체","139000","1300","0.94","2118689430000"
"039980","리노스","KOSDAQ","컴퓨터서비스","882","-2","-0.23","40319391672"
"019570","리더스 기술투자","KOSDAQ","금융","392","-29","-6.89","50977131576"
"016100","리더스코스메틱","KOSDAQ","화학","2680","40","1.52","51190395920"
"012700","리드코프","KOSDAQ","유통","8930","-270","-2.93","236163985550"
"302550","리메드","KOSDAQ","의료·정밀기기","11450","50","0.44","70161203200"
"377450","리파인","KOSDAQ","기타서비스","7150","-230","-3.12","123909500000"
"277070","린드먼아시아","KOSDAQ","금융","3430","-85","-2.42","46963560000"
"042500","링네트","KOSDAQ","컴퓨터서비스","3775","-5","-0.13","57972214450"
"219420","링크제니시스","KOSDAQ","소프트웨어","5290","10","0.19","60673692030"
"195500","마니커에프앤지","KOSDAQ","음식료·담배","3080","-10","-0.32","49058240000"
"305090","마이크로디지탈","KOSDAQ","의료·정밀기기","3635","-145","-3.84","53595167000"
"098120","마이크로컨텍솔","KOSDAQ","반도체","4925","-25","-0.51","40940372550"
"147760","마이크로프랜드","KOSDAQ","의료·정밀기기","3865","50","1.31","41818782090"
"377480","마인즈랩","KOSDAQ","소프트웨어","11650","-50","-0.43","70822773200"
"038290","마크로젠","KOSDAQ","기타서비스","17450","-350","-1.97","189182430000"
"267980","매일유업","KOSDAQ","음식료·담배","47900","650","1.38","375710260200"
"005990","매일홀딩스","KOSDAQ","음식료·담배","7570","-160","-2.07","103847561280"
"093520","매커스","KOSDAQ","유통","6070","-100","-1.62","98109968440"
"377030","맥스트","KOSDAQ","소프트웨어","11600","-150","-1.28","227022231200"
"100590","머큐리","KOSDAQ","일반전기전자","5340","-40","-0.74","80766944640"
"067280","멀티캠퍼스","KOSDAQ","디지털컨텐츠","33500","250","0.75","198547096500"
"072870","메가스터디","KOSDAQ","출판·매체복제","11000","0","0.00","131130549000"
"215200","메가스터디교육","KOSDAQ","기타서비스","76200","-600","-0.78","903875256000"
"133750","메가엠디","KOSDAQ","기타서비스","2655","-65","-2.39","62145789435"
"235980","메드팩토","KOSDAQ","기타서비스","21150","450","2.17","445846124250"
"041920","메디아나","KOSDAQ","의료·정밀기기","4105","5","0.12","65680000000"
"014100","메디앙스","KOSDAQ","화학","2985","10","0.34","35223000000"
"054180","메디콕스","KOSDAQ","운송장비·부품","9580","780","8.86","115972232380"
"086900","메디톡스","KOSDAQ","제약","104700","3200","3.15","687159082800"
"078160","메디포스트","KOSDAQ","제약","13750","50","0.36","223632667500"
"065650","메디프론","KOSDAQ","유통","1410","-75","-5.05","61498502190"
"021880","메이슨캐피탈","KOSDAQ","금융","391","-19","-4.63","59504103528"
"140410","메지온","KOSDAQ","기타서비스","13450","400","3.07","359680142100"
"241770","메카로","KOSDAQ","반도체","10050","50","0.50","102436032000"
"059210","메타바이오메드","KOSDAQ","제약","2150","-25","-1.15","51304054650"
"058110","멕아이씨에스","KOSDAQ","의료·정밀기기","3805","-30","-0.78","61072266650"
"096640","멜파스","KOSDAQ","IT부품","1495","0","0.00","56729621325"
"257370","명성티엔에스","KOSDAQ","IT부품","9210","0","0.00","71157896760"
"080420","모다이노칩","KOSDAQ","IT부품","3000","-20","-0.66","239164866000"
"417970","모델솔루션","KOSDAQ","기계·장비","30200","2700","9.82","193180340000"
"080160","모두투어","KOSDAQ","기타서비스","16800","350","2.13","317520000000"
"100030","모바일리더","KOSDAQ","소프트웨어","19300","200","1.05","63375680200"
"087260","모바일어플라이언스","KOSDAQ","소프트웨어","3405","5","0.15","110842491705"
"101330","모베이스","KOSDAQ","IT부품","2515","-55","-2.14","60254842820"
"012860","모베이스전자","KOSDAQ","운송장비·부품","1280","-30","-2.29","92153685760"
"363260","모비데이즈","KOSDAQ","기타서비스","828","11","1.35","132495605316"
"348030","모비릭스","KOSDAQ","디지털컨텐츠","10500","0","0.00","100839900000"
"250060","모비스","KOSDAQ","소프트웨어","1630","-35","-2.10","52439241820"
"288980","모아데이타","KOSDAQ","소프트웨어","1475","-5","-0.34","47841967200"
"033200","모아텍","KOSDAQ","IT부품","6360","170","2.75","91146336600"
"118990","모트렉스","KOSDAQ","운송장비·부품","14350","550","3.99","351510425000"
"006920","모헨즈","KOSDAQ","비금속","3505","-150","-4.10","38274600000"
"001810","무림SP","KOSDAQ","종이·목재","2320","-100","-4.13","51359000000"
"279600","미디어젠","KOSDAQ","소프트웨어","10550","-400","-3.65","49424439550"
"095500","미래나노텍","KOSDAQ","IT부품","14350","-300","-2.05","444993485650"
"218150","미래생명자원","KOSDAQ","음식료·담배","5650","-420","-6.92","112411518600"
"353490","미래에셋대우스팩 5호","KOSDAQ","금융","2130","25","1.19","10777800000"
"100790","미래에셋벤처투자","KOSDAQ","금융","4145","-25","-0.60","200951096345"
"412930","미래에셋비전스팩1호","KOSDAQ","금융","2100","-10","-0.47","12969600000"
"049950","미래컴퍼니","KOSDAQ","기계·장비","21700","300","1.40","186333994000"
"207760","미스터블루","KOSDAQ","디지털컨텐츠","3940","-15","-0.38","98040221700"
"059090","미코","KOSDAQ","반도체","8460","-760","-8.24","282705941880"
"214610","미코바이오메드","KOSDAQ","의료·정밀기기","5820","200","3.56","106553147820"
"201490","미투온","KOSDAQ","디지털컨텐츠","4355","0","0.00","136127588350"
"950190","미투젠","KOSDAQ","출판·매체복제","13700","150","1.11","186044520400"
"206640","바디텍메드","KOSDAQ","제약","9530","-180","-1.85","223826916800"
"018700","바른손","KOSDAQ","유통","2280","0","0.00","80073045960"
"035620","바른손이앤에이","KOSDAQ","오락·문화","811","-8","-0.98","60370576425"
"064520","바른전자","KOSDAQ","반도체","5720","-630","-9.92","52955965920"
"053030","바이넥스","KOSDAQ","제약","10900","250","2.35","346195423200"
"301300","바이브컴퍼니","KOSDAQ","소프트웨어","18400","-900","-4.66","102966032000"
"064550","바이오니아","KOSDAQ","제약","24400","650","2.74","629771100400"
"314930","바이오다인","KOSDAQ","의료·정밀기기","19150","200","1.06","118120934250"
"208710","바이오로그디바이스","KOSDAQ","IT부품","912","-11","-1.19","38536064784"
"086820","바이오솔루션","KOSDAQ","제약","11850","-250","-2.07","96499598100"
"038460","바이오스마트","KOSDAQ","정보기기","3165","45","1.44","63577887000"
"251120","바이오에프디엔씨","KOSDAQ","제약","15150","-100","-0.66","131739855000"
"086040","바이오톡스텍","KOSDAQ","기타서비스","7330","-170","-2.27","107510011590"
"099430","바이오플러스","KOSDAQ","제약","26000","-800","-2.99","376550616000"
"032980","바이온","KOSDAQ","유통","899","-3","-0.33","30830108220"
"222160","바이옵트로","KOSDAQ","기계·장비","4230","70","1.68","34448553180"
"308080","바이젠셀","KOSDAQ","제약","7210","660","10.08","137033692600"
"043150","바텍","KOSDAQ","의료·정밀기기","29500","-300","-1.01","438200552000"
"323990","박셀바이오","KOSDAQ","기타서비스","38000","300","0.80","578474000000"
"267790","배럴","KOSDAQ","섬유·의류","5580","20","0.36","44001090000"
"046310","백금T&A","KOSDAQ","통신장비","2245","-70","-3.02","36859849045"
"066410","버킷스튜디오","KOSDAQ","통신서비스","1110","-25","-2.20","86051693280"
"382900","범한퓨얼셀","KOSDAQ","일반전기전자","27800","-650","-2.28","243555800000"
"206400","베노홀딩스","KOSDAQ","건설","3060","-200","-6.13","88232073660"
"019010","베뉴지","KOSDAQ","유통","2135","-5","-0.23","102907000000"
"177350","베셀","KOSDAQ","반도체","4855","-55","-1.12","60171869870"
"299910","베스파","KOSDAQ","디지털컨텐츠","3165","0","0.00","25974889140"
"225530","보광산업","KOSDAQ","비금속","5400","20","0.37","196229125800"
"250000","보라티알","KOSDAQ","유통","10400","250","2.46","70207623200"
"310210","보로노이","KOSDAQ","제약","21000","0","0.00","265563249000"
"006910","보성파워텍","KOSDAQ","금속","4005","30","0.75","196764945120"
"226340","본느","KOSDAQ","화학","1385","-40","-2.81","42518940460"
"014470","부방","KOSDAQ","금융","1590","-15","-0.93","95483093400"
"008470","부스타","KOSDAQ","금속","5240","50","0.96","44041152000"
"338220","뷰노","KOSDAQ","소프트웨어","5310","-80","-1.48","60425973360"
"100120","뷰웍스","KOSDAQ","의료·정밀기기","32450","-1300","-3.85","324560519250"
"337930","브랜드엑스코퍼레이션","KOSDAQ","인터넷","5140","-50","-0.96","152002218240"
"099390","브레인즈컴퍼니","KOSDAQ","소프트웨어","6730","70","1.05","55241744590"
"064480","브리지텍","KOSDAQ","컴퓨터서비스","3925","-25","-0.63","46913562500"
"288330","브릿지바이오테라퓨틱스","KOSDAQ","제약","8300","-250","-2.92","165140327500"
"365900","브이씨","KOSDAQ","기타제조","6580","-50","-0.75","48101774000"
"251630","브이원텍","KOSDAQ","기계·장비","6100","-30","-0.49","92449038000"
"018290","브이티지엠피","KOSDAQ","화학","5050","110","2.23","174143659650"
"044480","블루베리 NFT","KOSDAQ","화학","1335","-25","-1.84","43179214635"
"033560","블루콤","KOSDAQ","IT부품","4050","-30","-0.74","69255000000"
"369370","블리츠웨이","KOSDAQ","기타제조","2170","20","0.93","91051503060"
"126340","비나텍","KOSDAQ","IT부품","41800","100","0.24","228573351600"
"121800","비덴트","KOSDAQ","통신장비","4015","-115","-2.78","221185803960"
"148140","비디아이","KOSDAQ","기계·장비","640","0","0.00","27653546880"
"082800","비보존 헬스케어","KOSDAQ","반도체","706","-34","-4.59","165234094662"
"318410","비비씨","KOSDAQ","기타제조","8950","-40","-0.44","49719424850"
"146320","비씨엔씨","KOSDAQ","반도체","15550","250","1.63","192321202650"
"200780","비씨월드제약","KOSDAQ","제약","6630","-60","-0.90","58956505920"
"141000","비아트론","KOSDAQ","반도체","8120","90","1.12","98371445200"
"090460","비에이치","KOSDAQ","IT부품","26650","-150","-0.56","918475700350"
"083650","비에이치아이","KOSDAQ","기계·장비","6960","-80","-1.14","180960000000"
"142760","비엘","KOSDAQ","기타서비스","4300","-70","-1.60","135228967100"
"065170","비엘팜텍","KOSDAQ","유통","812","3","0.37","72244093908"
"086670","비엠티","KOSDAQ","기계·장비","13150","-50","-0.38","112976489200"
"335890","비올","KOSDAQ","의료·정밀기기","1715","-45","-2.56","99698684960"
"138580","비즈니스온","KOSDAQ","소프트웨어","6880","60","0.88","155186401440"
"082920","비츠로셀","KOSDAQ","IT부품","11600","-50","-0.43","249854163200"
"054220","비츠로시스","KOSDAQ","일반전기전자","1330","-105","-7.32","33466634390"
"042370","비츠로테크","KOSDAQ","금융","5330","-10","-0.19","139646133250"
"050090","비케이홀딩스","KOSDAQ","IT부품","444","-1","-0.22","35137690248"
"307870","비투엔","KOSDAQ","컴퓨터서비스","2015","-25","-1.23","61862918000"
"357880","비트나인","KOSDAQ","소프트웨어","6730","-40","-0.59","69682123880"
"032850","비트컴퓨터","KOSDAQ","소프트웨어","4975","10","0.20","82700882675"
"148780","비플라이소프트","KOSDAQ","출판·매체복제","885","-24","-2.64","27829466625"
"238200","비피도","KOSDAQ","음식료·담배","5970","-200","-3.24","48834600000"
"093190","빅솔론","KOSDAQ","정보기기","7580","-90","-1.17","145830899900"
"065450","빅텍","KOSDAQ","의료·정밀기기","5650","-520","-8.43","161888320000"
"072950","빛샘전자","KOSDAQ","반도체","5850","-150","-2.50","36450525150"
"143240","사람인에이치알","KOSDAQ","인터넷","30000","300","1.01","350227890000"
"100090","삼강엠앤티","KOSDAQ","금속","20250","-200","-0.98","1078008993000"
"122350","삼기","KOSDAQ","운송장비·부품","3300","-110","-3.23","126520112400"
"014970","삼륭물산","KOSDAQ","종이·목재","4795","90","1.91","72524375000"
"018310","삼목에스폼","KOSDAQ","금속","15500","-650","-4.02","227850000000"
"053700","삼보모터스","KOSDAQ","운송장비·부품","5450","100","1.87","103442291650"
"009620","삼보산업","KOSDAQ","금속","1015","15","1.50","45934394415"
"023600","삼보판지","KOSDAQ","종이·목재","9610","70","0.73","155393700000"
"380320","삼성머스트스팩5호","KOSDAQ","금융","3420","-75","-2.15","16450200000"
"377630","삼성스팩4호","KOSDAQ","금융","5760","100","1.77","23155200000"
"425290","삼성스팩6호","KOSDAQ","금융","3080","-90","-2.84","17001600000"
"009300","삼아제약","KOSDAQ","제약","14500","250","1.75","92365000000"
"225190","삼양옵틱스","KOSDAQ","의료·정밀기기","11000","-200","-1.79","111646568000"
"361670","삼영에스앤씨","KOSDAQ","일반전기전자","6040","90","1.51","34232654320"
"054540","삼영엠텍","KOSDAQ","금속","4045","15","0.37","52585000000"
"065570","삼영이엔씨","KOSDAQ","통신장비","7250","-200","-2.68","78256572500"
"032280","삼일","KOSDAQ","운송","1820","-65","-3.45","29508733800"
"002290","삼일기업공사","KOSDAQ","건설","4240","0","0.00","52576000000"
"037460","삼지전자","KOSDAQ","통신장비","8040","20","0.25","131200916880"
"032750","삼진","KOSDAQ","일반전기전자","6750","360","5.63","48600000000"
"054090","삼진엘앤디","KOSDAQ","IT부품","2380","45","1.93","59402972160"
"000250","삼천당제약","KOSDAQ","제약","27850","-600","-2.11","634089941850"
"024950","삼천리자전거","KOSDAQ","유통","7380","930","14.42","97958998260"
"038500","삼표시멘트","KOSDAQ","비금속","3320","50","1.53","358282135920"
"017480","삼현철강","KOSDAQ","금속","4740","10","0.21","74431698600"
"046390","삼화네트웍스","KOSDAQ","오락·문화","2345","-5","-0.21","101240527885"
"027580","상보","KOSDAQ","화학","1400","-10","-0.71","82853790600"
"038540","상상인","KOSDAQ","컴퓨터서비스","6690","-90","-1.33","370146413970"
"101000","상상인인더스트리","KOSDAQ","기계·장비","602","-13","-2.11","43193976784"
"415580","상상인제3호스팩","KOSDAQ","금융","2085","0","0.00","11071350000"
"091580","상신이디피","KOSDAQ","IT부품","13750","-50","-0.36","187388011250"
"263810","상신전자","KOSDAQ","일반전기전자","3075","-25","-0.81","43802507850"
"089980","상아프론테크","KOSDAQ","화학","23950","-50","-0.21","382937436150"
"042940","상지카일룸","KOSDAQ","건설","670","1","0.15","62609047130"
"042600","새로닉스","KOSDAQ","IT부품","17550","50","0.29","218033723700"
"107600","새빗켐","KOSDAQ","화학","132700","2100","1.61","630928121500"
"252990","샘씨엔에스","KOSDAQ","반도체","3780","-50","-1.31","189581537880"
"294630","서남","KOSDAQ","일반전기전자","2285","-25","-1.08","48874230600"
"038070","서린바이오","KOSDAQ","유통","12050","250","2.12","102433145800"
"006730","서부T&D","KOSDAQ","숙박·음식","7070","70","1.00","427025914350"
"079650","서산","KOSDAQ","비금속","1805","-75","-3.99","36100000000"
"100660","서암기계공업","KOSDAQ","기계·장비","5210","130","2.56","65646000000"
"019770","서연탑메탈","KOSDAQ","기계·장비","4200","165","4.09","48930000000"
"043710","서울리거","KOSDAQ","유통","832","-36","-4.15","32586247616"
"092190","서울바이오시스","KOSDAQ","IT부품","5150","-40","-0.77","196851812950"
"046890","서울반도체","KOSDAQ","반도체","10000","30","0.30","583054000000"
"063170","서울옥션","KOSDAQ","유통","20300","750","3.84","360817620100"
"027040","서울전자통신","KOSDAQ","유통","596","14","2.41","41474952812"
"018680","서울제약","KOSDAQ","제약","4210","0","0.00","35888241830"
"093920","서원인텍","KOSDAQ","IT부품","5590","-60","-1.06","103974000000"
"189860","서전기전","KOSDAQ","일반전기전자","6140","-100","-1.60","59550509200"
"178320","서진시스템","KOSDAQ","통신장비","14850","0","0.00","558072533700"
"122690","서진오토모티브","KOSDAQ","운송장비·부품","2530","-110","-4.17","53234352380"
"140070","서플러스글로벌","KOSDAQ","유통","2480","-20","-0.80","91730240000"
"011370","서한","KOSDAQ","건설","1040","0","0.00","104930659600"
"065710","서호전기","KOSDAQ","일반전기전자","16700","-550","-3.19","86005000000"
"035890","서희건설","KOSDAQ","건설","1140","-15","-1.30","261981640980"
"357550","석경에이티","KOSDAQ","화학","21600","100","0.47","117828000000"
"003100","선광","KOSDAQ","운송","104900","1100","1.06","692340000000"
"067370","선바이오","KOSDAQ","제약","8720","-530","-5.73","107374199600"
"171090","선익시스템","KOSDAQ","반도체","17200","-2150","-11.11","158397827200"
"086710","선진뷰티사이언스","KOSDAQ","화학","4920","0","0.00","60040137600"
"014620","성광벤드","KOSDAQ","금속","14950","0","0.00","427570000000"
"037350","성도이엔지","KOSDAQ","기타서비스","4500","-25","-0.55","69615000000"
"081580","성우전자","KOSDAQ","IT부품","2685","-15","-0.56","41639363955"
"045300","성우테크론","KOSDAQ","반도체","3805","-15","-0.39","37179769865"
"015750","성우하이텍","KOSDAQ","운송장비·부품","4130","80","1.98","330400000000"
"365340","성일하이텍","KOSDAQ","화학","131600","4100","3.22","1528356208400"
"080470","성창오토텍","KOSDAQ","운송장비·부품","6680","130","1.98","48764000000"
"043260","성호전자","KOSDAQ","IT부품","1405","-5","-0.35","75034564520"
"148150","세경하이테크","KOSDAQ","일반전기전자","11550","-500","-4.15","136108445550"
"053060","세동","KOSDAQ","운송장비·부품","1075","-20","-1.83","18768432525"
"340440","세림B&G","KOSDAQ","화학","2345","-125","-5.06","66547263580"
"017510","세명전기","KOSDAQ","금속","2950","-40","-1.34","44975700000"
"011560","세보엠이씨","KOSDAQ","건설","7210","230","3.30","75921300000"
"396300","세아메카닉스","KOSDAQ","금속","5330","60","1.14","141189035000"
"100700","세운메디칼","KOSDAQ","제약","2675","0","0.00","117165000000"
"024830","세원물산","KOSDAQ","운송장비·부품","6280","0","0.00","52438000000"
"258830","세종메디칼","KOSDAQ","의료·정밀기기","4355","245","5.96","184392389740"
"036630","세종텔레콤","KOSDAQ","통신서비스","615","-12","-1.91","170869716255"
"039310","세중","KOSDAQ","기타서비스","2410","5","0.21","43673217470"
"067770","세진티에스","KOSDAQ","IT부품","2975","175","6.25","24979864175"
"053450","세코닉스","KOSDAQ","의료·정밀기기","6160","-250","-3.90","91123666480"
"222810","세토피아","KOSDAQ","소프트웨어","1275","0","0.00","50145942525"
"252500","세화피앤씨","KOSDAQ","화학","1020","-10","-0.97","42316117800"
"347000","센코","KOSDAQ","의료·정밀기기","12400","0","0.00","102315425600"
"331920","셀레믹스","KOSDAQ","제약","6450","-50","-0.77","52658754600"
"049180","셀루메드","KOSDAQ","제약","4570","-25","-0.54","183824470610"
"299660","셀리드","KOSDAQ","기타서비스","14250","50","0.35","138669486000"
"268600","셀리버리","KOSDAQ","기타서비스","10600","-300","-2.75","368654559200"
"108860","셀바스AI","KOSDAQ","소프트웨어","5400","-130","-2.35","121555404000"
"208370","셀바스헬스케어","KOSDAQ","의료·정밀기기","1830","0","0.00","39675432120"
"068760","셀트리온제약","KOSDAQ","제약","61400","1000","1.66","2313903023800"
"091990","셀트리온헬스케어","KOSDAQ","유통","64800","-200","-0.31","10254102465600"
"068940","셀피글로벌","KOSDAQ","정보기기","2015","-180","-8.20","74072602955"
"060230","소니드","KOSDAQ","화학","4090","-215","-4.99","80891177460"
"290690","소룩스","KOSDAQ","일반전기전자","5970","110","1.88","49293352710"
"950200","소마젠","KOSDAQ","기타서비스","6320","-410","-6.09","121198974960"
"032680","소프트센","KOSDAQ","유통","1440","0","0.00","55076692320"
"032685","소프트센우","KOSDAQ","유통","19100","-800","-4.02","2728568700"
"258790","소프트캠프","KOSDAQ","출판·매체복제","1405","0","0.00","35112754020"
"066910","손오공","KOSDAQ","유통","1800","-30","-1.64","48413089800"
"043100","솔고바이오","KOSDAQ","의료·정밀기기","698","161","29.98","43470887184"
"154040","솔루에타","KOSDAQ","IT부품","2060","-240","-10.43","28479944960"
"035610","솔본","KOSDAQ","기타서비스","3055","5","0.16","83542020835"
"357780","솔브레인","KOSDAQ","화학","203800","3600","1.80","1585271750800"
"036830","솔브레인홀딩스","KOSDAQ","기타서비스","21600","550","2.61","452823609600"
"304100","솔트룩스","KOSDAQ","소프트웨어","6450","-190","-2.86","65909518500"
"328380","솔트웨어","KOSDAQ","컴퓨터서비스","1760","-20","-1.12","56134809280"
"086980","쇼박스","KOSDAQ","오락·문화","3390","-120","-3.42","212342820000"
"050960","수산아이앤티","KOSDAQ","출판·매체복제","10150","340","3.47","68522650000"
"253840","수젠텍","KOSDAQ","의료·정밀기기","9300","430","4.85","151020923700"
"236200","슈프리마","KOSDAQ","일반전기전자","25700","1150","4.68","184867116100"
"317770","슈프리마아이디","KOSDAQ","일반전기전자","13450","100","0.75","41076569000"
"094840","슈프리마에이치큐","KOSDAQ","컴퓨터서비스","5130","-30","-0.58","53720539200"
"192440","슈피겐코리아","KOSDAQ","IT부품","31400","-950","-2.94","195193798200"
"136510","스마트솔루션즈","KOSDAQ","기계·장비","11600","0","0.00","335276888000"
"099440","스맥","KOSDAQ","기계·장비","1695","5","0.30","56239410135"
"033790","스카이문스테크놀로지","KOSDAQ","통신장비","829","0","0.00","14190075900"
"276040","스코넥","KOSDAQ","디지털컨텐츠","11950","-300","-2.45","147711846800"
"159910","스킨앤스킨","KOSDAQ","반도체","202","-24","-10.62","71538451298"
"115570","스타플렉스","KOSDAQ","화학","4700","-85","-1.78","37527187600"
"330730","스톤브릿지벤처스","KOSDAQ","금융","4510","-5","-0.11","81431793300"
"253450","스튜디오드래곤","KOSDAQ","오락·문화","60900","-800","-1.30","1827863866500"
"204630","스튜디오산타클로스","KOSDAQ","오락·문화","7850","-150","-1.88","81049366000"
"013810","스페코","KOSDAQ","기계·장비","5020","-410","-7.55","73570459400"
"049830","승일","KOSDAQ","금속","11750","50","0.43","72052316000"
"020710","시공테크","KOSDAQ","기타서비스","4370","15","0.34","87609628900"
"033170","시그네틱스","KOSDAQ","반도체","1200","-10","-0.83","102873982800"
"048870","시너지이노베이션","KOSDAQ","의료·정밀기기","3185","45","1.43","256161249890"
"025320","시노펙스","KOSDAQ","IT부품","2500","45","1.83","183365125000"
"269620","시스웍","KOSDAQ","의료·정밀기기","889","0","0.00","96529874504"
"131090","시큐브","KOSDAQ","소프트웨어","944","-21","-2.18","41536000000"
"139050","시티랩스","KOSDAQ","컴퓨터서비스","617","-9","-1.44","65462791159"
"290520","신도기연","KOSDAQ","기계·장비","3200","-100","-3.03","50973958400"
"001000","신라섬유","KOSDAQ","유통","1885","-115","-5.75","45763162900"
"025870","신라에스지","KOSDAQ","유통","7900","20","0.25","31600000000"
"215600","신라젠","KOSDAQ","기타서비스","12100","0","0.00","1244692212500"
"065350","신성델타테크","KOSDAQ","일반전기전자","9000","-40","-0.44","247355532000"
"002800","신신제약","KOSDAQ","제약","5150","0","0.00","78128075000"
"344050","신영스팩6호","KOSDAQ","금융","2285","0","0.00","9836925000"
"419270","신영스팩7호","KOSDAQ","금융","2115","-10","-0.47","9105075000"
"430220","신영스팩8호","KOSDAQ","금융","2110","0","0.00","14263600000"
"017000","신원종합개발","KOSDAQ","건설","4620","-10","-0.22","53906284740"
"012790","신일제약","KOSDAQ","제약","7860","100","1.29","90715907040"
"138070","신진에스엠","KOSDAQ","금속","2655","-10","-0.38","46471006620"
"226330","신테카바이오","KOSDAQ","출판·매체복제","7650","-90","-1.16","103410527400"
"418210","신한제10호스팩","KOSDAQ","금융","2095","-5","-0.24","7667700000"
"333050","신한제6호스팩","KOSDAQ","금융","1855","-70","-3.64","9293550000"
"366330","신한제7호스팩","KOSDAQ","금융","2080","-25","-1.19","9464000000"
"393360","신한제8호스팩","KOSDAQ","금융","2080","-20","-0.95","15288000000"
"405640","신한제9호스팩","KOSDAQ","금융","2105","-5","-0.24","9546175000"
"056700","신화인터텍","KOSDAQ","IT부품","3235","50","1.57","94252019385"
"187270","신화콘텍","KOSDAQ","IT부품","4185","-35","-0.83","42451991325"
"243840","신흥에스이씨","KOSDAQ","IT부품","43100","-1350","-3.04","334595169900"
"257720","실리콘투","KOSDAQ","유통","1785","-5","-0.28","107416362690"
"222800","심텍","KOSDAQ","반도체","34550","800","2.37","1100560640650"
"036710","심텍홀딩스","KOSDAQ","IT부품","3130","45","1.46","151335953850"
"160980","싸이맥스","KOSDAQ","반도체","11700","50","0.43","127813643100"
"356890","싸이버원","KOSDAQ","소프트웨어","8400","130","1.57","39847332000"
"217330","싸이토젠","KOSDAQ","기타서비스","20750","50","0.24","123662965750"
"010280","쌍용정보통신","KOSDAQ","컴퓨터서비스","768","-3","-0.39","49124378112"
"208640","썸에이지","KOSDAQ","출판·매체복제","992","-8","-0.80","138126331968"
"222420","쎄노텍","KOSDAQ","비금속","1590","-75","-4.50","67999302630"
"037760","쎄니트","KOSDAQ","금속","1665","-45","-2.63","56331813465"
"099320","쎄트렉아이","KOSDAQ","통신장비","23500","0","0.00","213511764500"
"049960","쎌바이오텍","KOSDAQ","제약","10600","-200","-1.85","99640000000"
"050890","쏠리드","KOSDAQ","통신장비","4050","-15","-0.37","247947642000"
"066790","씨씨에스","KOSDAQ","방송서비스","574","62","12.11","32158382144"
"222080","씨아이에스","KOSDAQ","기계·장비","12050","50","0.42","744417633850"
"352480","씨앤씨인터내셔널","KOSDAQ","화학","21150","-350","-1.63","211794852150"
"264660","씨앤지하이테크","KOSDAQ","반도체","10750","150","1.42","91230326500"
"352700","씨앤투스성진","KOSDAQ","섬유·의류","4350","15","0.35","123004510650"
"297090","씨에스베어링","KOSDAQ","기계·장비","8060","-240","-2.89","217620000000"
"359090","씨엔알리서치","KOSDAQ","기타서비스","1240","45","3.77","67320898280"
"115530","씨엔플러스","KOSDAQ","IT부품","576","31","5.69","39146688000"
"115480","씨유메디칼","KOSDAQ","의료·정밀기기","1060","25","2.42","47853196500"
"376290","씨유테크","KOSDAQ","IT부품","4075","0","0.00","71954312500"
"189330","씨이랩","KOSDAQ","소프트웨어","10000","160","1.63","60272840000"
"096530","씨젠","KOSDAQ","제약","28050","1000","3.70","1464939131700"
"900120","씨케이에이치","KOSDAQ","금융","207","-11","-5.05","33306382386"
"101240","씨큐브","KOSDAQ","화학","6330","30","0.48","64174704720"
"060590","씨티씨바이오","KOSDAQ","제약","6870","-120","-1.72","166123607400"
"260930","씨티케이","KOSDAQ","화학","6910","-130","-1.85","133650393810"
"013990","아가방컴퍼니","KOSDAQ","유통","2995","-85","-2.76","98498170320"
"123860","아나패스","KOSDAQ","반도체","24800","-50","-0.20","290156428800"
"025980","아난티","KOSDAQ","숙박·음식","5270","100","1.93","455480308270"
"058220","아리온","KOSDAQ","통신장비","275","0","0.00","10717917100"
"125210","아모그린텍","KOSDAQ","IT부품","14600","250","1.74","240853134000"
"357580","아모센스","KOSDAQ","IT부품","12100","-100","-0.82","135520919600"
"052710","아모텍","KOSDAQ","IT부품","22500","0","0.00","219226635000"
"074430","아미노로직스","KOSDAQ","유통","1810","-30","-1.63","158966587640"
"092040","아미코젠","KOSDAQ","음식료·담배","19150","-150","-0.78","378302658200"
"083930","아바코","KOSDAQ","기계·장비","12700","-850","-6.27","195742534600"
"149950","아바텍","KOSDAQ","IT부품","17000","100","0.59","265327500000"
